Date,Open,High,Low,Close,Adj Close,Volume
2016-12-19,36.540001,38.009998,36.400002,37.586269,37.990002,9417600
2016-12-26,38.250000,38.250000,37.060001,36.864025,37.259998,4249400
2017-01-02,37.459999,38.080002,37.299999,36.992641,37.389999,5893300
2017-01-09,37.270000,37.459999,36.500000,36.864025,37.259998,7336200
2017-01-16,37.049999,37.590000,36.939999,36.864025,37.259998,5577300
2017-01-23,37.310001,38.099998,37.150002,37.408180,37.810001,5678600
2017-01-30,37.840000,39.740002,37.220001,38.239254,38.650002,14321800
2017-02-06,38.270000,39.900002,38.250000,39.426498,39.849998,7655700
2017-02-13,39.900002,40.959999,39.740002,40.514812,40.950001,7036200
2017-02-20,40.810001,41.369999,40.720001,40.682999,41.119999,5311800
2017-02-27,40.560001,41.389999,40.180000,39.931080,40.360001,8840900
2017-03-06,40.099998,40.610001,39.779999,40.020123,40.450001,6746700
2017-03-13,40.150002,40.419998,39.650002,39.782673,40.209999,8484300
2017-03-20,40.169998,40.470001,39.680000,39.622211,39.830002,6012100
2017-03-27,39.490002,40.549999,39.240002,39.652054,39.860001,6774100
2017-04-03,39.880001,40.180000,39.119999,39.612259,39.820000,8678900
2017-04-10,39.730000,40.529999,39.730000,39.801270,40.009998,5495400
2017-04-17,40.189999,40.709999,40.099998,40.199184,40.410000,5678300
2017-04-24,41.029999,43.520000,40.650002,41.631668,41.849998,10852800
2017-05-01,42.060001,42.750000,41.849998,42.148956,42.369999,6517400
2017-05-08,42.349998,42.450001,41.529999,41.641621,41.860001,6188200
2017-05-15,41.869999,42.389999,41.369999,41.233757,41.450001,6476000
2017-05-22,41.540001,43.590000,41.500000,43.074104,43.299999,6502700
2017-05-29,43.189999,43.840000,43.029999,43.054211,43.279999,5947000
2017-06-05,43.220001,43.369999,41.750000,42.347916,42.570000,9181000
2017-06-12,42.509998,44.049999,41.900002,43.810246,44.040001,12225400
2017-06-19,44.169998,44.450001,43.049999,43.410000,43.410000,7571800
2017-06-26,43.450001,44.580002,43.220001,43.799999,43.799999,6629400
2017-07-03,44.090000,45.099998,44.020000,44.950001,44.950001,4798800
2017-07-10,44.820000,45.389999,44.700001,45.169998,45.169998,5061300
2017-07-17,45.139999,45.889999,44.950001,45.750000,45.750000,1961800
